x y
406.1412127143455 92.25750179530607
1093.8805456458153 1513.2635604203142
505.71748603053965 1413.2502930354317
203.09424292444396 1000.0428869786149
508.0231493310877 1413.6018105791816
197.3754076506892 1007.1121542996268
393.2700669108596 102.51326796806163
175.29295118326922 997.6840054324558
393.01310633694186 92.11282155449992
291.34058841901606 404.5442315716525
698.9409060640207 298.5859675926823
601.3724758710312 587.7645483266452
498.20966818540785 1397.981013083088
598.9223419144515 596.3999499309637
891.1654684658953 696.7202295932422
707.4360428425788 297.7202043941953
1391.9374078683732 1308.8895065736624
1096.4123553054694 1504.0208241391772
499.06244373961255 1384.1325517990554
1398.4598323135522 1295.1468367468265
100.61626512468781 914.8427141407271
98.46327761687228 889.7313701339453
199.89983593211517 990.953829926803
116.15008899336634 894.657668308391
709.0728756163734 305.91714907563585
497.15076272839525 1391.812230014327
297.3820303531582 403.00389047101504
501.4108853776004 1400.795332607686
395.71456053053623 93.90134439557835
884.698779714113 697.4810568875987
1396.9676398072897 1290.8902149243613
687.5630769671262 298.5865538740544
526.060910324841 1380.4977429750481
194.93103943024562 999.0264489451849
900.6231564131177 707.6764288720052
284.08161100415 404.67899540724653
908.4401817574784 695.4272997129464
995.408378810094 1203.7420163970805
480.5425824734994 1397.326482130052
1383.6342127968726 1292.8977063165917
403.2635483459099 87.28943506419249
1397.7205973529792 1289.569090146758
299.2413322161859 390.25198443144063
116.51401550125286 891.9302576098629
387.80553887806514 110.53869590780742
707.1831075170625 305.52267258290726
590.607761894648 601.5549133727145
195.225268934682 1002.9575848409589
1097.427930705537 1514.96451563447
391.0561330717661 96.12883688095144
506.70568349131173 1393.0185359084542
106.39486327505614 896.2695568975938
283.765478000286 384.1703806185055
1088.191953878992 1497.601376378942
888.1131547292758 699.6672648109321
1079.1724113771845 1500.1903538631182
611.0240161460483 605.7098227716024
403.955541044605 79.87726533690152
289.9621513985685 387.6908261440354
902.062628943545 691.3746150948999
1400.2960261978917 1298.9317025619214
723.9107984754748 305.06561940193063
92.2073654991557 900.426784810842
1000.1695569534486 1190.5026751663436
600.8971662581743 599.7299827049914
592.2485130858149 601.9323575387021
592.3455641440762 607.4849188623499
999.7053168244823 1195.4917106731666
1078.036165814561 1505.9840702072474
705.7672039807532 309.52312794811394
1392.7113194282108 1306.641586630669
89.14647748111828 893.614125957717
504.62913892876696 1398.2812767321898
1394.1762316463078 1309.2450778198538
199.50614678554496 989.0146370154661
611.126905843559 599.4741774430152
207.7973076357224 994.250382478019
981.5833142134187 1216.7467396701832
703.331837010766 310.34575597871026
1110.0833569259587 1501.7704330573006
897.8199274938166 696.6934067565787
1101.4803184894872 1484.9363565124545
102.89533744964822 908.7634588387034
1400.203795436241 1288.163195952745
592.4312767489505 609.1183851122447
297.06112602855336 391.631139192979
995.657960551693 1215.0200336945709
988.7121553605258 1210.2394772132989
291.0845310996788 396.1511694057933
293.1916180430794 400.14225429061133
388.89677786233347 92.05629928652186
93.3093622565272 906.8264333981244
108.97933214056768 905.0766821562279
398.02773224266525 93.85366244816097
999.9646554696438 1199.7746003824464
1102.0657641918597 1507.6295209519326
1011.6083376488505 1194.5897647662405
1406.5020156598018 1305.0734385389521
207.00514851217685 999.8419798081593
601.6134175133099 598.9253400644119
980.3821921880703 1215.3292583238929
905.920906309628 706.225114061539
213.48209707816233 999.484391288094
703.7355705892805 311.7442079562307
926.320883697029 694.243847280786
1096.7283093539243 1495.276512648233
301.0492315527473 400.36111204781616
1002.1838590747705 1214.741246919707
912.0612663363698 693.3032872842225
701.5115987644493 299.9136255891627
